date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:53:55	218/218	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-da%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/flash_off.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/flash_off.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:56	252/252	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-fc%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/flash_auto.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/flash_auto.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:56	454/454	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/panorama.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/panorama.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:56	306/306	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/landscape.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/landscape.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:56	323/323	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/night_landscape.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/night_landscape.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:57	771/771	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/sports_mode.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/sports_mode.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:57	714/714	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/portrait_mode.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/portrait_mode.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:57	651/651	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/night_portrait.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/night_portrait.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:57	721/721	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/close_up_mode.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/close_up_mode.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:58	933/933	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/selfie.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/selfie.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:58	434/434	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/gallery.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/gallery.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:58	1008/1008	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/stack_of_photos.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/stack_of_photos.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:59	439/439	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/add_image.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/add_image.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:59	686/686	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/edit_image.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/edit_image.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:59	509/509	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/remove_image.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/remove_image.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:53:59	494/494	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/compact_camera.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/compact_camera.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:00	607/607	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/multiple_cameras.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/multiple_cameras.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:00	697/697	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:00	674/674	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/slr_back_side.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/slr_back_side.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:00	867/867	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/old_time_camera.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/old_time_camera.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:00	1064/1064	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera_addon.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera_addon.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:01	1113/1113	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera_identification.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camera_identification.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:01	229/229	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-e5%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/start.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/start.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:01	551/551	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/clapperboard.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/clapperboard.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:01	279/279	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/film.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/film.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:02	849/849	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camcorder.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camcorder.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:02	779/779	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camcorder_pro.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/camcorder_pro.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:02	538/538	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/webcam.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/webcam.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:02	456/456	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/integrated_webcam.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/integrated_webcam.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:02	478/478	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/rotate_camera.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/rotate_camera.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:03	600/600	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/switch_camera.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/switch_camera.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:03	481/481	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/photo_reel.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/photo_reel.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:03	392/392	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/film_reel.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/film_reel.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:03	537/537	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cable_release.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cable_release.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:03	437/437	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/home.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/home.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:04	609/609	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/icons8_cup.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/icons8_cup.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:04	1812/1812	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/globe.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/globe.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:04	206/206	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-ce%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/ok.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/ok.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:04	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-9e%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/checkmark.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/checkmark.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:05	322/322	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cancel.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cancel.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:05	522/522	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/synchronize.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/synchronize.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:05	408/408	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/refresh.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/refresh.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:05	195/195	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-c3%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/download.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/download.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:05	195/195	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-c3%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/upload.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/upload.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:06	266/266	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/empty_trash.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/empty_trash.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:06	384/384	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/full_trash.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/full_trash.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:06	273/273	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/folder.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/folder.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:06	322/322	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/opened_folder.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/opened_folder.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:07	168/168	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-a8%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/file.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/file.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:07	249/249	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-f9%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/document.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/document.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:07	492/492	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/audio_file.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/audio_file.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:07	308/308	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/image_file.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/image_file.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:07	211/211	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-d3%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/video_file.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/video_file.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:08	611/611	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/print.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/print.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:08	165/165	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-a5%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/music.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/music.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:08	400/400	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/share.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/share.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:08	721/721	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cursor.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/cursor.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:09	417/417	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/puzzle.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/puzzle.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:09	342/342	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/unlock.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/unlock.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:09	347/347	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/lock.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/lock.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:09	826/826	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/idea.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/idea.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:09	856/856	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/no_idea.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/no_idea.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:10	480/480	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/link.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/link.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:10	572/572	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/broken_link.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/broken_link.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:10	231/231	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-e7%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/rating.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/rating.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:10	223/223	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-df%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/like_placeholder.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/like_placeholder.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:10	223/223	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-df%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/like.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/like.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:11	300/300	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/dislike.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/dislike.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:11	211/211	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-d3%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/info.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/info.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:11	254/254	---M--	200	added ('OK')	image/svg+xml	etag:%225e194eeb-fe%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/about.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/about.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:11	319/319	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/picture.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/picture.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:11	724/724	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/alarm_clock.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/alarm_clock.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:12	828/828	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/address_book.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/address_book.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
14:54:12	330/330	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/assets/images/icons/contacts.svg	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/icons/contacts.svg	(from https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html)
